component,n_countries,countries
0,38,"ALB,AUT,BEL,BGR,BIH,CHE,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GEO,GRC,HRV,HUN,IRL,ITA,LTU,LUX,LVA,MDA,MKD,MLT,MNE,NLD,NOR,POL,PRT,ROU,SRB,SVK,SVN,SWE,TUR,UKR"
